TABLE_ID,NAME,CODE,DESCRIPTION,MAINTENANCE_AGENCY_ID,VERSION,VALID_FROM,VALID_TO
EBA_AE_EBA_F_36.01.a_AE_2014-03,F 36.01.a,F_36.01.a,F 36.01.a Asset encumbrance: Advance template for assets of the reporting institution (a),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_36.01.b_AE_2014-03,F 36.01.b,F_36.01.b,F 36.01.b Asset encumbrance: Advance template for assets of the reporting institution (b),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_36.01.c_AE_2014-03,F 36.01.c,F_36.01.c,F 36.01.c Asset encumbrance: Advance template for assets of the reporting institution (c),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_36.02.a_AE_2014-03,F 36.02.a,F_36.02.a,F 36.02.a Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (a),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_36.02.b_AE_2014-03,F 36.02.b,F_36.02.b,F 36.02.b Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (b),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_36.02.c_AE_2014-03,F 36.02.c,F_36.02.c,F 36.02.c Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (c),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_35.00.a_AE_2014-03,F 35.00.a,F_35.00.a,F 35.00.a Asset encumbrance: Covered bonds issuance (a),EBA,AE 2014-03,2014-09-30,2023-06-29
EBA_AE_EBA_F_35.00.b_AE_2014-03,F 35.00.b,F_35.00.b,F 35.00.b Asset encumbrance: Covered bonds issuance (b),EBA,AE 2014-03,2014-09-30,2023-06-29
EBA_AE_EBA_F_36.02.a_AE_3.0,F 36.02.a,F_36.02.a,F 36.02.a Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (a),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_36.02.b_AE_3.0,F 36.02.b,F_36.02.b,F 36.02.b Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (b),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_FINREP_EBA_F_18.01_FINREP_2.9,F 18.01,F_18.01,F 18.01 Inflows and outflows of non-performing exposures - loans and advances by counterparty sector,EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_19.00.e_FINREP_2.9,F 19.00.e,F_19.00.e,F 19.00.e Information on forborne exposures (V),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_24.03_FINREP_2.9,F 24.03,F_24.03,F 24.03 Loans and advances: Write-offs of non-performing exposures during the period,EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_25.01.a_FINREP_2.9,F 25.01.a,F_25.01.a,F 25.01.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (I),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_08.02_FINREP,F 08.02,F_08.02,F 08.02 Subordinated liabilities,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_09.02_FINREP,F 09.02,F_09.02,"F 09.02 Loan commitments, financial guarantees and other commitments received",EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_14.00_FINREP,F 14.00,F_14.00,F 14.00 Fair value hierarchy: financial instruments at fair value,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_30.01_FINREP,F 30.01,F_30.01,F 30.01 Interests in unconsolidated structured entities,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.01.b_FINREP,F 16.01.b,F_16.01.b,F 16.01.b Interest income and expenses by instrument and counterparty (b),EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.02_FINREP,F 16.02,F_16.02,F 16.02 Realised gains and losses on financial assets and liabilities not measured at fair value through profit or loss by instrument,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.03_FINREP,F 16.03,F_16.03,F 16.03 Gains and losses on financial assets and liabilities held for trading by instrument,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.04_FINREP,F 16.04,F_16.04,F 16.04 Gains and losses on financial assets and liabilities held for trading by risk,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.06_FINREP,F 16.06,F_16.06,F 16.06 Gains and losses from hedge accounting,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_08.01.a_FINREP_2014-03,F 08.01.a,F_08.01.a,F 08.01.a Breakdown of financial liabilities by product and by counterparty (a),EBA,FINREP 2014-03,2014-09-30,2018-03-30
EBA_FINREP_EBA_F_08.01.b_FINREP_2014-03,F 08.01.b,F_08.01.b,F 08.01.b Breakdown of financial liabilities by product and by counterparty (b),EBA,FINREP 2014-03,2014-09-30,2018-03-30
EBA_FINREP_EBA_F_41.02_FINREP_2014-03,F 41.02,F_41.02,F 41.02 Use of the Fair Value Option,EBA,FINREP 2014-03,2014-09-30,2018-03-30
EBA_FINREP_EBA_F_20.05.b_FINREP_2014-03,F 20.05.b,F_20.05.b,F 20.05.b Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (b),EBA,FINREP 2014-03,2014-09-30,2018-03-30
EBA_FINREP_EBA_F_20.06_FINREP_2014-03,F 20.06,F_20.06,F 20.06 Geographical breakdown of liabilities by residence of the counterparty,EBA,FINREP 2014-03,2014-09-30,2018-03-30
EBA_FINREP_EBA_F_04.05_FINREP,F 04.05,F_04.05,F 04.05 Subordinated financial assets,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_13.03_FINREP,F 13.03,F_13.03,F 13.03 Collateral obtained by taking possession [tangible assets] accumulated,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_22.02_FINREP,F 22.02,F_22.02,F 22.02 Assets involved in the services provided,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_41.01_FINREP,F 41.01,F_41.01,F 41.01 Fair value hierarchy: financial instruments at amortised cost,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_41.03_FINREP,F 41.03,F_41.03,F 41.03 Hybrid financial instruments not designated at fair value through profit or loss,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_44.01_FINREP,F 44.01,F_44.01,F 44.01 Components of net defined benefit plan assets and liabilities,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_44.02_FINREP,F 44.02,F_44.02,F 44.02 Movements in defined benefit plans and employee benefits,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_44.03_FINREP,F 44.03,F_44.03,F 44.03 Memo items [related to staff expenses],EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_45.03_FINREP,F 45.03,F_45.03,F 45.03 Other operating income and expenses,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_40.02_FINREP,F 40.02,F_40.02,"F 40.02 Scope of the group: ""instrument-by-instrument""",EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_04.06_FINREP,F 04.06,F_04.06,F 04.06 Breakdown of financial assets by instrument and by counterparty sector: trading financial assets,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_04.07_FINREP,F 04.07,F_04.07,F 04.07 Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value through profit or loss,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_25.03.a_FINREP_2.9,F 25.03.a,F_25.03.a,F 25.03.a Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (I),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_26.00.a_FINREP_2.9,F 26.00.a,F_26.00.a,F 26.00.a Forbearance management and quality of forbearance (I),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_44.04_FINREP_2.9,F 44.04,F_44.04,F 44.04 Staff expenses by category of remuneration and category of staff,EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_47.00_FINREP_2.9,F 47.00,F_47.00,F 47.00 Loans and advances: Average duration and recovery periods,EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_02.00_FINREP_2.9,F 02.00,F_02.00,F 02.00 Statement of profit or loss,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.03.1_FINREP_2.9,F 04.03.1,F_04.03.1,F 04.03.1 Breakdown of financial assets by instrument and by counterparty sector: financial assets at fair value through other comprehensive income,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.04.1_FINREP_2.9,F 04.04.1,F_04.04.1,F 04.04.1 Breakdown of financial assets by instrument and by counterparty sector: financial assets at amortised cost,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.08_FINREP_2.9,F 04.08,F_04.08,F 04.08 Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value to equity,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.09_FINREP_2.9,F 04.09,F_04.09,F 04.09 Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at a cost-based method,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.10_FINREP_2.9,F 04.10,F_04.10,F 04.10 Breakdown of financial assets by instrument and by counterparty sector: other non-trading non-derivative financial assets,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_06.01_FINREP_2.9,F 06.01,F_06.01,F 06.01 Breakdown of non-trading loans and advances other than held for trading to non-financial corporations by NACE codes,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_08.01.a_FINREP_2.9,F 08.01.a,F_08.01.a,F 08.01.a Breakdown of financial liabilities by product and by counterparty (a),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_12.01.a_FINREP_2.9,F 12.01.a,F_12.01.a,F 12.01.a Movements in allowances and provisions for credit losses (I),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_13.01_FINREP_2.9,F 13.01,F_13.01,F 13.01 Breakdown of collateral and guarantees by loans and advances other than held for trading,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_19.00.b_FINREP_2.9,F 19.00.b,F_19.00.b,F 19.00.b Information on forborne exposures (II),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_19.00.c_FINREP_2.9,F 19.00.c,F_19.00.c,F 19.00.c Information on forborne exposures (III),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_19.00.d_FINREP_2.9,F 19.00.d,F_19.00.d,F 19.00.d Information on forborne exposures (IV),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_20.05.a_FINREP_2.9,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet exposures by residence of the counterparty (a),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_22.01_FINREP_2.9,F 22.01,F_22.01,F 22.01 Fee and commission income and expenses by activity,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_42.00_FINREP_2.9,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount by measurement method,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_25.02.a_FINREP_2.9,F 25.02.a,F_25.02.a,F 25.02.a Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained  (I),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_AE_EBA_F_36.02.c_AE_3.0,F 36.02.c,F_36.02.c,F 36.02.c Asset encumbrance: Advance template for colllateral and own debt secrities issued other than covered bonds or ABSs (c),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.01_AE_2014-03,F 32.01,F_32.01,F 32.01 Asset encumbrance: Encumbrance overview - Assets,EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_32.02.a_AE_2014-03,F 32.02.a,F_32.02.a,F 32.02.a Asset encumbrance: Encumbrance overview - Collateral (a),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_32.02.b_AE_2014-03,F 32.02.b,F_32.02.b,F 32.02.b Asset encumbrance: Encumbrance overview - Collateral (b),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_32.03.a_AE_2014-03,F 32.03.a,F_32.03.a,F 32.03.a Asset encumbrance: Not pledged. Own covered bonds and ABS issued and not yet pledged (a),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_32.03.b_AE_2014-03,F 32.03.b,F_32.03.b,F 32.03.b Asset encumbrance: Not pledged. Own covered bonds and ABS issued and not yet pledged (b),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_32.04.a_AE_2014-03,F 32.04.a,F_32.04.a,F 32.04.a Asset encumbrance: Sources of encumbrance (a),EBA,AE 2014-03,2014-09-30,2021-06-29
EBA_AE_EBA_F_35.00.d_AE_2014-03,F 35.00.d,F_35.00.d,F 35.00.d Asset encumbrance: Covered bonds issuance (d),EBA,AE 2014-03,2014-09-30,2023-06-29
EBA_AE_EBA_A_00.01_AE_2014-03,A 00.01,A_00.01,A 00.01 Nature of Report (AE),EBA,AE 2014-03,2014-09-30,2023-06-29
EBA_AE_EBA_F_32.04.b_AE_2014-07,F 32.04.b,F_32.04.b,F 32.04.b Asset encumbrance: Sources of encumbrance (b),EBA,AE 2014-07,2014-12-31,2018-12-30
EBA_AE_EBA_F_34.00.c_AE_2016-A,F 34.00.c,F_34.00.c,F 34.00.c Asset encumbrance: Contingent encumbrance (c),EBA,AE 2016-A,2016-12-31,2018-03-30
EBA_AE_EBA_F_35.00.c_AE_2016-A,F 35.00.c,F_35.00.c,F 35.00.c Asset encumbrance: Covered bonds issuance (c),EBA,AE 2016-A,2016-12-31,2023-06-29
EBA_AE_EBA_F_34.00.c_AE_2017-A,F 34.00.c,F_34.00.c,F 34.00.c Asset encumbrance: Contingent encumbrance (c),EBA,AE 2017-A,2018-03-31,2021-06-29
EBA_AE_EBA_F_32.04.b_AE_2.8,F 32.04.b,F_32.04.b,F 32.04.b Asset encumbrance: Sources of encumbrance (b),EBA,AE 2.8,2018-12-31,2021-06-29
EBA_AE_EBA_F_32.01_AE_3.0,F 32.01,F_32.01,F 32.01 Asset encumbrance: Encumbrance overview - Assets,EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.02.a_AE_3.0,F 32.02.a,F_32.02.a,F 32.02.a Asset encumbrance: Encumbrance overview - Collateral (a),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.02.b_AE_3.0,F 32.02.b,F_32.02.b,F 32.02.b Asset encumbrance: Encumbrance overview - Collateral (b),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.03.a_AE_3.0,F 32.03.a,F_32.03.a,F 32.03.a Asset encumbrance: Not pledged. Own covered bonds and ABS issued and not yet pledged (a),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.03.b_AE_3.0,F 32.03.b,F_32.03.b,F 32.03.b Asset encumbrance: Not pledged. Own covered bonds and ABS issued and not yet pledged (b),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_34.00.a_AE_3.0,F 34.00.a,F_34.00.a,F 34.00.a Asset encumbrance: Contingent encumbrance (a),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_34.00.b_AE_3.0,F 34.00.b,F_34.00.b,F 34.00.b Asset encumbrance: Contingent encumbrance (b),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_32.04.a_AE_3.0.1,F 32.04.a,F_32.04.a,F 32.04.a Asset encumbrance: Sources of encumbrance (a),EBA,AE 3.0.1,2021-06-30,2022-12-30
EBA_AE_EBA_F_32.04.b_AE_3.0.1,F 32.04.b,F_32.04.b,F 32.04.b Asset encumbrance: Sources of encumbrance (b),EBA,AE 3.0.1,2021-06-30,2022-12-30
EBA_AE_EBA_F_34.00.c_AE_3.0,F 34.00.c,F_34.00.c,F 34.00.c Asset encumbrance: Contingent encumbrance (c),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_36.01.a_AE_3.0,F 36.01.a,F_36.01.a,F 36.01.a Asset encumbrance: Advance template for assets of the reporting institution (a),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_AE_EBA_F_36.01.b_AE_3.0,F 36.01.b,F_36.01.b,F 36.01.b Asset encumbrance: Advance template for assets of the reporting institution (b),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_FINREP_EBA_F_44.03_FINREP_2.9,F 44.03,F_44.03,F 44.03 Staff expenses by type of benefits,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_45.02_FINREP_2.9,F 45.02,F_45.02,F 45.02 Gains or losses on derecognition of non-financial assets,EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.08_FINREP,F 04.08,F_04.08,F 04.08 Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value to equity,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_04.10_FINREP,F 04.10,F_04.10,F 04.10 Breakdown of financial assets by instrument and by counterparty sector: other non-trading non-derivative financial assets,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_11.01_FINREP,F 11.01,F_11.01,F 11.01 Derivatives - Hedge accounting: Breakdown by type of risk and type of hedge,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_16.05_FINREP,F 16.05,F_16.05,F 16.05 Gains and losses on financial assets and liabilities designated at fair value through profit or loss by instrument,EBA,FINREP,2013-12-01,2018-03-30
EBA_FINREP_EBA_F_00.01_FINREP,F 00.01,F_00.01,F 00.01 Nature of Report (FINREP),EBA,FINREP,2013-12-01,2021-06-29
EBA_FINREP_EBA_F_25.02.b_FINREP_3.0-Ind,F 25.02.b,F_25.02.b,F 25.02.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (II),EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_25.02.c_FINREP_3.0-Ind,F 25.02.c,F_25.02.c,F 25.02.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (III),EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_40.01_FINREP_3.0-Ind,F 40.01,F_40.01,F 40.01 Scope of the group: “entity-by-entity”,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_42.00_FINREP_3.0-Ind,F 42.00,F_42.00,F 42.00 Tangible and intangible assets: carrying amount by measurement method,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind,F 00.01,F_00.01,F 00.01 Nature of Report (FINREP),EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind,F 01.01,F_01.01,F 01.01 Balance Sheet Statement [Statement of Financial Position]: Assets,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind,F 01.02,F_01.02,F 01.02 Balance Sheet Statement [Statement of Financial Position]: Liabilities,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind,F 01.03,F_01.03,F 01.03 Balance Sheet Statement [Statement of Financial Position]: Equity,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_04.04_FINREP_2015-A,F 04.04,F_04.04,F 04.04 Breakdown of financial assets by instrument and by counterparty sector: loans and receivables and held-to-maturity investments,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_07.00_FINREP_2015-A,F 07.00,F_07.00,F 07.00 Financial assets subject to impairment that are past due or impaired,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_09.01_FINREP_2015-A,F 09.01,F_09.01,"F 09.01 Off-balance sheet items subject to credit risk: Loan commitments, financial guarantees and other commitments given",EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_05.00_FINREP_2015-A,F 05.00,F_05.00,F 05.00 Breakdown of loans and advances by product,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_16.07.a_FINREP_2015-A,F 16.07.a,F_16.07.a,F 16.07.a Impairment on financial and non-financial assets (a),EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_16.07.b_FINREP_2015-A,F 16.07.b,F_16.07.b,F 16.07.b Impairment on financial and non-financial assets (b),EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_40.02_FINREP_3.0-Ind,F 40.02,F_40.02,"F 40.02 Scope of the group: ""instrument-by-instrument""",EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_12.00_FINREP_2015-A,F 12.00,F_12.00,F 12.00 Movements in allowances for credit losses and impairment of equity instruments,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_20.02_FINREP_2015-A,F 20.02,F_20.02,F 20.02 Geographical breakdown of liabilities by location of the activities,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_20.04_FINREP_2015-A,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_20.05.a_FINREP_2015-A,F 20.05.a,F_20.05.a,F 20.05.a Geographical breakdown of off-balance sheet items subject to credit risk by residence of the counterparty (a),EBA,FINREP 2015-A,2015-06-30,2018-03-30
EBA_FINREP_EBA_F_25.01.d_FINREP_2.9,F 25.01.d,F_25.01.d,F 25.01.d Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (IV),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_25.02.b_FINREP_2.9,F 25.02.b,F_25.02.b,F 25.02.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (II),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_25.03.b_FINREP_2.9,F 25.03.b,F_25.03.b,F 25.03.b Collateral obtained by taking possession classified as Property Plant and Equipment (PP&E) (II),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_26.00.b_FINREP_2.9,F 26.00.b,F_26.00.b,F 26.00.b Forbearance management and quality of forbearance (II),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_25.02.c_FINREP_2.9,F 25.02.c,F_25.02.c,F 25.02.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Type of collateral obtained (III),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_18.02.b_FINREP_2.9,F 18.02.b,F_18.02.b,F 18.02.b Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (II),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_13.03.1.b_FINREP_2.9,F 13.03.1.b,F_13.03.1.b,F 13.03.1.b Collateral obtained by taking possession accumulated (II),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_18.02.c_FINREP_2.9,F 18.02.c,F_18.02.c,F 18.02.c Commercial Real Estate (CRE) loans and additional information on loans secured by immovable property (III),EBA,FINREP 2.9,2020-06-30,9999-12-31
EBA_FINREP_EBA_F_20.04_FINREP_2.9.1-Ind,F 20.04,F_20.04,F 20.04 Geographical breakdown of assets by residence of the counterparty,EBA,FINREP 2.9.1-Ind,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_04.03.1_FINREP_3.0-Ind,F 04.03.1,F_04.03.1,F 04.03.1 Breakdown of financial assets by instrument and by counterparty sector: financial assets at fair value through other comprehensive income,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_04.04.1_FINREP_3.0-Ind,F 04.04.1,F_04.04.1,F 04.04.1 Breakdown of financial assets by instrument and by counterparty sector: financial assets at amortised cost,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_07.01_FINREP_3.0-Ind,F 07.01,F_07.01,F 07.01 Financial assets subject to impairment that are past due,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_09.01.1_FINREP_3.0-Ind,F 09.01.1,F_09.01.1,"F 09.01.1 Off-balance sheet exposures : Loan commitments, financial guarantees and other commitments given",EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_12.00_FINREP_3.0-Ind,F 12.00,F_12.00,F 12.00 Movements in allowances for credit losses and impairment of equity instruments under national GAAP,EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_12.01.a_FINREP_3.0-Ind,F 12.01.a,F_12.01.a,F 12.01.a Movements in allowances and provisions for credit losses (I),EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_12.01.b_FINREP_3.0-Ind,F 12.01.b,F_12.01.b,F 12.01.b Movements in allowances and provisions for credit losses (II),EBA,FINREP 3.0-Ind,2021-06-30,9999-12-31
EBA_FINREP_EBA_F_16.01_FINREP_2.9,F 16.01,F_16.01,F 16.01 Breakdown of selected statement of profit or loss items: Interest income and expenses by instrument and counterparty sector(a),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_18.00.b_FINREP_2.9,F 18.00.b,F_18.00.b,F 18.00.b Information on performing and non-performing exposures (II),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_18.00.c_FINREP_2.9,F 18.00.c,F_18.00.c,F 18.00.c Information on performing and non-performing exposures (III),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_25.01.b_FINREP_2.9,F 25.01.b,F_25.01.b,F 25.01.b Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (II),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_FINREP_EBA_F_25.01.c_FINREP_2.9,F 25.01.c,F_25.01.c,F 25.01.c Collateral obtained by taking possession other than collateral classified as Property Plant and Equipment (PP&E): Inflows and outflows (III),EBA,FINREP 2.9,2020-06-30,2021-06-29
EBA_AE_EBA_F_36.01.c_AE_3.0,F 36.01.c,F_36.01.c,F 36.01.c Asset encumbrance: Advance template for assets of the reporting institution (c),EBA,AE 3.0,2021-06-30,2023-06-29
EBA_FINREP_EBA_F_18.00.a_FINREP_2016-A,F 18.00.a,F_18.00.a,F 18.00.a Information on performing and non-performing exposures (I),EBA,FINREP 2016-A,2016-12-31,2018-03-30
